"Subgroup","Expected Mean","Control_withoutER","Control_withER","Screen_withoutER","Screen_withER"
"Early.ER+",22.4215246636771,24.3015900475633,31.9629244919091,24.3015900475633,31.9629244919091
"Early.ER-",22.4215246636771,22.3587105330741,22.3587105330741,22.3587105330741,22.3587105330741
"Advanced.ER+",4.76190476190476,5.14713306738347,6.77067441703929,5.14713306738347,6.77067441703929
"Advanced.ER-",4.76190476190476,4.74283382770117,4.74283382770117,4.74283382770117,4.74283382770117
