"Subgroup","Expected Mean","Control_withoutER","Control_withER","Screen_withoutER","Screen_withER"
"Early.ER+",22.4215246636771,24.3708904419141,32.0710977311582,24.3795533233368,32.0767402857456
"Early.ER-",22.4215246636771,22.3956476028688,22.3956476028688,22.420822887041,22.420822887041
"Advanced.ER+",4.76190476190476,5.16598153164603,6.79610000150077,5.16121773230488,6.78896391533995
"Advanced.ER-",4.76190476190476,4.76587621098878,4.76587621098878,4.76625729305744,4.76625729305744
